facility_id,facility_name,jurisdiction,facility_type,security_level,operational_status,street_address,city,state,zip_code,county,county_fips,phone_number,website,latitude,longitude,design_capacity,population,gender,data_source
10000334,Jackson Correctional Institution,State,State / Federal Prison,Close,Open,5563 10th St,Malone,FL,32445,Jackson,12063,(850) 569-5260,http://www.dc.state.fl.us/org/facilitydir.html,30.968726,-85.168604,1346,1394,Not Specified,DHS HIFLD Critical Infrastructure
10000335,Jackson Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,5607 10th St,Malone,FL,32445,Jackson,12063,(850) 569-5260,http://www.dc.state.fl.us/org/facilitydir.html,30.97193,-85.169299,,273,Not Specified,DHS HIFLD Critical Infrastructure
10005210,Dozier School for Boys,State,Juvenile Detention / Residential,Juvenile,Closed,4111 South Street,Marianna,FL,32446,Jackson,12063,,,30.759864,-85.254931,,0,Not Specified,DHS HIFLD Critical Infrastructure
10005209,Jackson County Juvenile Correctional Center,State,Juvenile Detention / Residential,Juvenile,Closed,4111 South Street,Marianna,FL,32446,Jackson,12063,,,30.757205,-85.252958,32,0,Not Specified,DHS HIFLD Critical Infrastructure
10006323,Mayo Correctional,State,Adult Correctional Facility,Not Specified,Open,8784 US Highway 27 W,Mayo,FL,32066,Lafayette,12067,(386) 294-4500,http://www.dc.state.fl.us/org/facilitydir.html,30.132717,-83.30491,1668,0,Not Specified,DHS HIFLD Critical Infrastructure
10000409,Mayo Correctional Institution Annex,State,State / Federal Prison,Close,Open,8784 US Hwy 27 W,Mayo,FL,32066,Lafayette,12067,(386) 294-4500,http://www.dc.state.fl.us/org/facilitydir.html,30.138462,-83.305142,1345,1104,Not Specified,DHS HIFLD Critical Infrastructure
10000410,Mayo Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,8976 US 27 W,Mayo,FL,32066,Lafayette,12067,(386) 294-4752,http://www.dc.state.fl.us/org/facilitydir.html,30.132857,-83.309603,,304,Not Specified,DHS HIFLD Critical Infrastructure
10000459,Melbourne Center for Personal Growth,State,Juvenile Detention / Residential,Juvenile,Open,1000 Inspiration Ln,Melbourne,FL,32934,Brevard,12009,(321) 752-3200,http://www.djj.state.fl.us/programs-facilities/residential-facilities,28.122757,-80.713794,32,28,Not Specified,DHS HIFLD Critical Infrastructure
10004652,Bay Point Schools - Main Campus,State,Juvenile Detention / Residential,Juvenile,Closed,22025 Southwest 87th Avenue,Miami,FL,33190,Miami - Dade,12086,,,25.561328,-80.328951,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004646,Everglades Correctional Institution,State,State / Federal Prison,Close,Open,1599 S.W. 187th Ave.,Miami,FL,33194,Miami - Dade,12086,(305) 228-2000,http://www.dc.state.fl.us/ci/index.html,25.750863,-80.488961,1788,1833,Not Specified,DHS HIFLD Critical Infrastructure
10006328,Everglades Re - Entry Center,State,Adult Correctional Facility,Not Specified,Open,1601 S.W. 187th Avenue,Miami,FL,33194,Miami - Dade,12086,(305) 228-4400,http://www.dc.state.fl.us/ci/index.html,25.749514,-80.494485,,386,Not Specified,DHS HIFLD Critical Infrastructure
10000544,Miami Dade Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,3300 NW 27th Ave,Miami,FL,33142,Miami - Dade,12086,(305) 637-4500,http://www.djj.state.fl.us/programs-facilities/detention-centers,25.806336,-80.242468,126,,Not Specified,DHS HIFLD Critical Infrastructure
10004649,Miami North Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,7090 Northwest 41st St,Miami,FL,33166,Miami - Dade,12086,(305) 470-5580,http://www.dc.state.fl.us/org/facilitydir.html,25.811114,-80.312364,,176,Not Specified,DHS HIFLD Critical Infrastructure
10004651,Miami Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,10855 Southwest 84th Street,Miami,FL,33173,Miami - Dade,12086,(786) 518-3263,http://www.djj.state.fl.us/programs-facilities/residential-facilities,25.690964,-80.369065,28,24,Not Specified,DHS HIFLD Critical Infrastructure
10004656,W.i.n.g.s. for Life,State,Juvenile Detention / Residential,Juvenile,Open,11000 Southwest 220th Street,Miami,FL,33170,Miami - Dade,12086,(305) 256-6275,http://www.djj.state.fl.us/programs-facilities/residential-facilities,25.562022,-80.369414,20,20,Not Specified,DHS HIFLD Critical Infrastructure
10004653,Bay Point Schools - North Campus,State,Juvenile Detention / Residential,Juvenile,Closed,20660 Northwest 47th Avenue,Miami Gardens,FL,33055,Miami - Dade,12086,,,25.963409,-80.281583,,0,Not Specified,DHS HIFLD Critical Infrastructure
10006205,Blackwater River Correctional Facility,State,State / Federal Prison,Close,Open,5914 Jeff Ates Road,Milton,FL,32583,Santa Rosa,12113,(850) 983-4100,https://www.geogroup.com/Locations,30.645687,-86.950609,2000,1977,Not Specified,DHS HIFLD Critical Infrastructure
10000344,Camp E - Ma - Chamee,State,Juvenile Detention / Residential,Juvenile,Closed,3112 Friendship Rd,Milton,FL,32570,Santa Rosa,12113,,,30.868015,-86.969581,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000342,Milton Girls Juvenile Residential Facility,State,Juvenile Detention / Residential,Juvenile,Closed,5770 E Milton Rd,Milton,FL,32583,Santa Rosa,12113,(850) 983-3250,http://www.gulfcoastyouthservices.com/stage/milton_index.html,30.646298,-86.975542,60,0,Not Specified,DHS HIFLD Critical Infrastructure
10000339,Santa Rosa Correctional Institution,State,State / Federal Prison,Close,Open,5850 E Milton Rd,Milton,FL,32583,Santa Rosa,12113,(850) 983-5800,http://www.dc.state.fl.us/org/facilitydir.html,30.645615,-86.967429,1614,1441,Not Specified,DHS HIFLD Critical Infrastructure
10004555,Santa Rosa Correctional Institution Annex,State,State / Federal Prison,Close,Open,5850 East Milton Road,Milton,FL,32583,Santa Rosa,12113,(850) 981-7602,http://www.dc.state.fl.us/org/facilitydir.html,30.648334,-86.967286,1478,863,Not Specified,DHS HIFLD Critical Infrastructure
10004556,Santa Rosa Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,5850 East Milton Road,Milton,FL,32583,Santa Rosa,12113,(850) 981-5250,http://www.dc.state.fl.us/org/facilitydir.html,30.649812,-86.972891,,415,Not Specified,DHS HIFLD Critical Infrastructure
10000378,Jefferson Correctional Institution,State,State / Federal Prison,Close,Open,1050 Big Joe Rd,Monticello,FL,32344,Jefferson,12065,(850) 342-2600,http://www.dc.state.fl.us/org/facilitydir.html,30.509736,-83.801576,1179,1091,Not Specified,DHS HIFLD Critical Infrastructure
10001439,Monticello New Life,State,Juvenile Detention / Residential,Juvenile,Closed,1455 S Jefferson St,Monticello,FL,32344,Jefferson,12065,,,30.530181,-83.870489,30,0,Not Specified,DHS HIFLD Critical Infrastructure
10000510,Moore Haven Correctional Facility,State,State / Federal Prison,Medium,Open,1282 East State Road 78,Moore Haven,FL,33471,Glades,12043,(863) 946-2420,https://www.geogroup.com/Locations,26.838432,-81.120182,985,964,Not Specified,DHS HIFLD Critical Infrastructure
10000531,Collier Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,3351 E Tamiami Trail,Naples,FL,34112,Collier,12021,(239) 417-6277,http://www.djj.state.fl.us/programs-facilities/detention-centers,26.130258,-81.763818,45,3,Not Specified,DHS HIFLD Critical Infrastructure
10001455,Mandala Juvenile Center,State,Juvenile Detention / Residential,Juvenile,Closed,8005 King Helie Blvd,New Port Richey,FL,34653,Pasco,12101,,,28.274538,-82.678202,24,0,Not Specified,DHS HIFLD Critical Infrastructure
10006167,Florida Women's Reception Center,State,Adult Correctional Facility,Close,Open,3700 NW 111th Place,Ocala,FL,34482,Marion,12083,(352) 840-8000,http://www.dc.state.fl.us/ci/index.html,29.309799,-82.18626,1345,1276,Not Specified,DHS HIFLD Critical Infrastructure
10000438,Lowell Annex,State,Adult Correctional Facility,Maximum,Open,11120 NW Gainesville Rd,Ocala,FL,34482,Marion,12083,(352) 690-8900,http://www.dc.state.fl.us/org/facilitydir.html,29.31349,-82.201341,1500,1262,Not Specified,DHS HIFLD Critical Infrastructure
10000437,Lowell Correctional Institution,State,State / Federal Prison,Close,Open,11120 NW Gainesville Rd,Ocala,FL,34482,Marion,12083,(352) 690-8900,http://www.dc.state.fl.us/org/facilitydir.html,29.310798,-82.200398,1456,924,Not Specified,DHS HIFLD Critical Infrastructure
10004585,Lowell Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,11120 NW Gainesville Rd,Ocala,FL,34482,Marion,12083,(352) 690-8900,http://www.dc.state.fl.us/org/facilitydir.html,29.308941,-82.197061,,336,Not Specified,DHS HIFLD Critical Infrastructure
10000440,Marion Correctional Institution,State,State / Federal Prison,Close,Open,3269 NW 105th St,Ocala,FL,34475,Marion,12083,(352) 401-6400,http://www.dc.state.fl.us/org/facilitydir.html,29.308101,-82.175024,1324,1366,Not Specified,DHS HIFLD Critical Infrastructure
10000435,Marion Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,3040 NW 10th St,Ocala,FL,34475,Marion,12083,(352) 732-1450,http://www.djj.state.fl.us/programs-facilities/detention-centers,29.196372,-82.174455,42,29,Not Specified,DHS HIFLD Critical Infrastructure
10000442,Marion Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,10420 NW Gainesville Rd,Ocala,FL,34482,Marion,12083,(352) 840-8240,http://www.djj.state.fl.us/programs-facilities/residential-facilities,29.300898,-82.194664,48,42,Not Specified,DHS HIFLD Critical Infrastructure
10000439,Marion Youth Development Center,State,Juvenile Detention / Residential,Juvenile,Closed,4055 NW 105th St,Ocala,FL,32663,Marion,12083,,,29.304648,-82.188358,96,0,Not Specified,DHS HIFLD Critical Infrastructure
10004586,Re - Entry Center of Ocala,State,Adult Correctional Facility,Minimum,Open,2006 Northeast 8th Rd,Ocala,FL,34470,Marion,12083,(352) 662-9593,http://www.reentrycenterofocala.com/,29.207368,-82.129071,,98,Not Specified,DHS HIFLD Critical Infrastructure
10000530,Big Cypress Wilderness Institute,State,Juvenile Detention / Residential,Juvenile,Closed,"259595 Turner River Road, Hcr 61, Box 77",Ochopee,FL,34141,Collier,12021,(239) 695-1001,http://www.djj.state.fl.us/programs-facilities/residential-facilities,25.940265,-81.264612,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000495,Okeechobee Correctional Institution,State,State / Federal Prison,Close,Open,3420 NE 168th St,Okeechobee,FL,34972,Okeechobee,12093,(863) 462-5400,http://www.dc.state.fl.us/org/facilitydir.html,27.39607,-80.784445,1632,1667,Not Specified,DHS HIFLD Critical Infrastructure
10006332,Okeechobee Correctional Institution Work Camp,State,State / Federal Prison,Not Specified,Open,3420 N.E. 168th St.,Okeechobee,FL,34972,Okeechobee,12093,(863) 462-5400,http://www.dc.state.fl.us/org/facilitydir.html,27.401297,-80.784249,,440,Not Specified,DHS HIFLD Critical Infrastructure
10004625,Okeechobee Girls Academy,State,Juvenile Detention / Residential,Juvenile,Open,1117 NE 39th Boulevard,Okeechobee,FL,34972,Okeechobee,12093,(863) 824-6114,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.294403,-80.819514,32,41,Not Specified,DHS HIFLD Critical Infrastructure
10000498,Okeechobee Intensive Halfway House,State,Juvenile Detention / Residential,Juvenile,Open,800 North East 72nd Circle,Okeechobee,FL,34972,Okeechobee,12093,(863) 763-2174,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.307019,-80.820052,30,30,Not Specified,DHS HIFLD Critical Infrastructure
10000496,Okeechobee Juvenile Offender Corrections Center,State,Juvenile Detention / Residential,Juvenile,Open,5050 NE 168th St,Okeechobee,FL,34972,Okeechobee,12093,(863) 357-9922,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.394029,-80.775429,48,54,Not Specified,DHS HIFLD Critical Infrastructure
10006535,Okeechobee Youth Development Center / Correctional Center and Youth Treatment Center,State,Juvenile Detention / Residential,Juvenile,Open,7200 Highway 441 North,Okeechobee,FL,34972,Okeechobee,12093,(863) 763-2174,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.30459,-80.822919,130,128,Not Specified,DHS HIFLD Critical Infrastructure
10000499,Vision Quest - Madalyn Program for Young Women,State,Juvenile Detention / Residential,Juvenile,Closed,42660 US Hwy 441 N,Okeechobee,FL,34972,Okeechobee,12093,,,27.63719,-80.863437,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004650,Opa Locka Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,5400 Northwest 135th Street,Opa Locka,FL,33054,Miami - Dade,12086,(305) 827-4057,http://www.dc.state.fl.us/org/facilitydir.html,25.897327,-80.289298,,148,Not Specified,DHS HIFLD Critical Infrastructure
10004598,Bridges of Orlando,State,Adult Correctional Facility,Minimum,Open,2011 Mercy Drive,Orlando,FL,32808,Orange,12095,(407) 770-0980,http://www.bridgesofamerica.com/facilities/,28.56919,-81.428713,152,147,Not Specified,DHS HIFLD Critical Infrastructure
10002174,"Central Florida Reception Center, East",State,Adult Correctional Facility,Close,Open,7000 H C Kelley Rd,Orlando,FL,32831,Orange,12095,(407) 207-7777,http://www.dc.state.fl.us/ci/index.html,28.463211,-81.149257,1407,1171,Not Specified,DHS HIFLD Critical Infrastructure
10002175,"Central Florida Reception Center, Main",State,Adult Correctional Facility,Close,Open,7000 H C Kelley Rd,Orlando,FL,32831,Orange,12095,(407) 207-7777,http://www.dc.state.fl.us/ci/index.html,28.463391,-81.155959,1659,1533,Not Specified,DHS HIFLD Critical Infrastructure
10000460,"Central Florida Reception Center, South",State,Adult Correctional Facility,Close,Open,7000 H C Kelley Rd,Orlando,FL,32831,Orange,12095,(407) 207-7777,http://www.dc.state.fl.us/ci/index.html,28.453275,-81.15901,150,98,Not Specified,DHS HIFLD Critical Infrastructure
10000464,Orange Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,2800 S Bumby Ave,Orlando,FL,32806,Orange,12095,(407) 897-2800,http://www.djj.state.fl.us/programs-facilities/detention-centers,28.510018,-81.352577,124,20,Not Specified,DHS HIFLD Critical Infrastructure
10000461,Orlando Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,7300 Laurel Hill Drive,Orlando,FL,32818,Orange,12095,(407) 578-3510,http://www.dc.state.fl.us/org/facilitydir.html,28.569208,-81.480745,,82,Not Specified,DHS HIFLD Critical Infrastructure
10000463,Orlando Intensive Youth Academy and Orange Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,3150 39th St,Orlando,FL,32839,Orange,12095,(407) 835-0111,http://www.djj.state.fl.us/programs-facilities/residential-facilities,28.502692,-81.420328,56,50,Not Specified,DHS HIFLD Critical Infrastructure
10006168,Sago Palm Re - Entry Center,State,Adult Correctional Facility,Medium,Open,500 Bay Bottom Road,Pahokee,FL,33476,Palm Beach,12099,(561) 924-4320,http://www.dc.state.fl.us/org/facilitydir.html,26.839999,-80.635607,,365,Not Specified,DHS HIFLD Critical Infrastructure
10000515,Palm Beach Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,9680 Fairgrounds Rd,Palm Beach,FL,33411,Palm Beach,12099,(561) 333-0664,http://www.djj.state.fl.us/programs-facilities/residential-facilities,26.686989,-80.197838,78,115,Not Specified,DHS HIFLD Critical Infrastructure
10002184,Palmetto Youth Academy,State,Juvenile Detention / Residential,Juvenile,Open,14494 Harlee Rd,Palmetto,FL,34221,Manatee,12081,(941) 722-3700,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.643704,-82.536894,48,46,Not Specified,DHS HIFLD Critical Infrastructure
10001445,Bay Correctional Facility,State,State / Federal Prison,Medium,Open,5400 Bayline Dr,Panama City,FL,32404,Bay,12005,(850) 769-1455,https://www.geogroup.com/Locations,30.265707,-85.505532,985,964,Not Specified,DHS HIFLD Critical Infrastructure
10003948,Bay Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,450 East 11th Street,Panama City,FL,32401,Bay,12005,(850) 872-4706,http://www.djj.state.fl.us/programs-facilities/detention-centers,30.167041,-85.654632,32,27,Not Specified,DHS HIFLD Critical Infrastructure
10003950,Panama City Community Release Center,State,Community Corrections / Re-entry,Not Specified,Open,3609 Highway 390,Panama City,FL,32405,Bay,12005,(850) 872-4178,http://www.dc.state.fl.us/org/facilitydir.html,30.213903,-85.672071,,67,Not Specified,DHS HIFLD Critical Infrastructure
10006335,Broward Girls Academy,State,Juvenile Detention / Residential,Juvenile,Closed,8301 South Palm Drive,Pembroke Pines,FL,33025,Broward,12011,(954) 322-6500,http://www.djj.state.fl.us/programs-facilities/residential-facilities,25.998276,-80.252222,,0,Not Specified,DHS HIFLD Critical Infrastructure
10006336,Broward Youth Treatment Center,State,Juvenile Detention / Residential,Juvenile,Open,8301 South Palm Drive,Pembroke Pines,FL,33025,Broward,12011,(954) 962-1088,http://www.djj.state.fl.us/programs-facilities/residential-facilities,25.998832,-80.252149,28,28,Not Specified,DHS HIFLD Critical Infrastructure
10000534,Elaine Gordon Treatment Center,State,Juvenile Detention / Residential,Juvenile,Closed,701 Hibiscus Dr,Pembroke Pines,FL,33025,Broward,12011,,,26.002671,-80.252421,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000533,Hollywood Work Release Center,State,Community Corrections / Re-entry,Minimum,Open,8501 W Cypress Dr,Pembroke Pines,FL,33025,Broward,12011,(954) 985-4720,http://www.dc.state.fl.us/org/facilitydir.html,26.003976,-80.256607,108,156,Not Specified,DHS HIFLD Critical Infrastructure
10000536,South Pines Academy,State,Juvenile Detention / Residential,Juvenile,Closed,8200 S Palm Dr,Pembroke Pines,FL,33025,Broward,12011,,,25.996179,-80.251395,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000535,Thompson Academy,State,Juvenile Detention / Residential,Juvenile,Closed,1150 Hibiscus Dr,Pembroke Pines,FL,33025,Broward,12011,,,25.998614,-80.253593,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000350,Escambia Boys Base,State,Juvenile Detention / Residential,Juvenile,Open,640 Roberts Ave,Pensacola,FL,32511,Escambia,12033,(850) 453-7490,http://www.djj.state.fl.us/programs-facilities/residential-facilities,30.40611,-87.293498,28,18,Not Specified,DHS HIFLD Critical Infrastructure
10000347,Escambia Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,1800 St. Mary Ave,Pensacola,FL,32501,Escambia,12033,(850) 595-8820,http://www.djj.state.fl.us/programs-facilities/detention-centers,30.442493,-87.236966,50,,Not Specified,DHS HIFLD Critical Infrastructure
10000345,Pensacola Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,3050 North L. St,Pensacola,FL,32501,Escambia,12033,(850) 595-8920,http://www.dc.state.fl.us/org/facilitydir.html,30.443446,-87.235284,,83,Not Specified,DHS HIFLD Critical Infrastructure
10004574,Taylor Correctional Institution,State,State / Federal Prison,Close,Open,8501 Hampton Springs Road,Perry,FL,32348,Taylor,12123,(850) 838-4000,http://www.dc.state.fl.us/org/facilitydir.html,30.038014,-83.712882,1301,894,Not Specified,DHS HIFLD Critical Infrastructure
10004573,Taylor Correctional Institution Annex,State,State / Federal Prison,Close,Open,8501 Hampton Springs Road,Perry,FL,32348,Taylor,12123,(850) 838-4002,http://www.dc.state.fl.us/org/facilitydir.html,30.036782,-83.715066,1409,895,Not Specified,DHS HIFLD Critical Infrastructure
10004572,Taylor Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,8501 Hampton Springs Road,Perry,FL,32348,Taylor,12123,(850) 838-8550,http://www.dc.state.fl.us/org/facilitydir.html,30.041336,-83.711032,,401,Not Specified,DHS HIFLD Critical Infrastructure
10000475,Demilly Correctional Institution,State,State / Federal Prison,Medium,Closed,10980 Demilley Rd,Polk City,FL,33868,Polk,12105,,,28.198241,-81.787568,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000473,Polk Correctional Institution,State,State / Federal Prison,Close,Open,10800 Evans Rd,Polk City,FL,33868,Polk,12105,(863) 984-2273,http://www.dc.state.fl.us/org/facilitydir.html,28.191517,-81.786758,1208,1032,Not Specified,DHS HIFLD Critical Infrastructure
10000474,Polk Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,10800 Evans Rd,Polk City,FL,33868,Polk,12105,(863) 984-2273,http://www.dc.state.fl.us/org/facilitydir.html,28.195683,-81.788219,,279,Not Specified,DHS HIFLD Critical Infrastructure
10004639,Bridges of Pompano - Turning Point Work Release,State,Community Corrections / Re-entry,Minimum,Open,400 Southwest 2nd Street,Pompano Beach,FL,33060,Broward,12011,(954) 580-0949,http://www.bridgesofamerica.com/facilities/,26.229295,-80.130455,100,100,Not Specified,DHS HIFLD Critical Infrastructure
10006297,Pompano Youth Treatment Center,State,Juvenile Detention / Residential,Juvenile,Open,3090 N Powerline Road,Pompano Beach,FL,33069,Broward,12011,(954) 984-4545,http://www.djj.state.fl.us/programs-facilities/residential-facilities,26.26833,-80.148288,24,,Not Specified,DHS HIFLD Critical Infrastructure
10004559,West Florida Wilderness Institute,State,Juvenile Detention / Residential,Juvenile,Closed,1912 Old Mount Zion Road,Ponce de Leon,FL,32455,Holmes,12059,,,30.722213,-85.884422,40,0,Not Specified,DHS HIFLD Critical Infrastructure
10002187,Charlotte Correctional Institution,State,State / Federal Prison,Close,Open,33123 Oil Well Rd,Punta Gorda,FL,33955,Charlotte,12015,(941) 833-8100,http://www.dc.state.fl.us/ci/index.html,26.803608,-81.90381,1291,1344,Not Specified,DHS HIFLD Critical Infrastructure
10000511,Crossroads Wilderness,State,Juvenile Detention / Residential,Juvenile,Closed,45991 Bermont Rd,Putna Gorda,FL,33982,Charlotte,12015,,,26.935127,-81.697378,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000369,Gadsden Correctional Facility,State,State / Federal Prison,Medium,Open,6044 Greensboro Hwy,Quincy,FL,32351,Gadsden,12039,(850) 875-9701,http://www.dc.state.fl.us/ci/index.html,30.589721,-84.655584,1544,1049,Not Specified,DHS HIFLD Critical Infrastructure
10000370,Quincy Annex,State,Adult Correctional Facility,Close,Open,2225 Pat Thomas Pkwy,Quincy,FL,32351,Gadsden,12039,(850) 627-5400,http://www.dc.state.fl.us/org/facilitydir.html,30.552905,-84.589887,408,385,Not Specified,DHS HIFLD Critical Infrastructure
10004580,Florida State Prison,State,State / Federal Prison,Maximum,Open,7819 N.W. 228th Street,Raiford,FL,32026,Bradford,12007,(904) 368-2500,http://www.dc.state.fl.us/ci/index.html,30.059537,-82.185337,1460,1240,Not Specified,DHS HIFLD Critical Infrastructure
10004579,Florida State Prison - West Unit,State,State / Federal Prison,Close,Open,7819 N.W. 228th Street,Raiford,FL,32026,Bradford,12007,(904) 368-3000,http://www.dc.state.fl.us/ci/index.html,30.056651,-82.186818,802,824,Not Specified,DHS HIFLD Critical Infrastructure
10000415,"New River ""O"" Unit",State,Adult Correctional Facility,Medium,Closed,7819 NW 228th St,Raiford,FL,32026,Bradford,12007,,,30.062931,-82.18333,501,0,Not Specified,DHS HIFLD Critical Infrastructure
10000416,New River Correctional Institution,State,State / Federal Prison,Close,Open,8000 NW 80th Place,Raiford,FL,32083,Bradford,12007,(904) 368-1400,http://www.dc.state.fl.us/org/facilitydir.html,30.062848,-82.178092,1050,115,Not Specified,DHS HIFLD Critical Infrastructure
10006208,New River Correctional Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,Po Box 900,Raiford,FL,32083,Union,12125,(386) 431-4450,http://www.dc.state.fl.us/org/facilitydir.html,30.068693,-82.188005,,421,Not Specified,DHS HIFLD Critical Infrastructure
10000417,Union Correctional Institution,State,State / Federal Prison,Maximum,Open,25636 NE Sr - 16,Raiford,FL,32083,Union,12125,(386) 431-2000,http://www.dc.state.fl.us/org/facilitydir.html,30.066746,-82.192787,2172,1525,Not Specified,DHS HIFLD Critical Infrastructure
10004582,Union Juvenile Residential Facility,State,Juvenile Detention / Residential,Juvenile,Closed,14692 Northeast County Road 199,Raiford,FL,32083,Union,12125,(386) 431-1997,http://www.djj.state.fl.us/programs-facilities/residential-facilities,30.085654,-82.192983,24,23,Not Specified,DHS HIFLD Critical Infrastructure
10000484,Hillsborough Correctional Institution,State,State / Federal Prison,Close,Closed,11150 Hwy 672,Riverview,FL,33569,Hillsborough,12057,,,27.775425,-82.321887,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004611,Suncoast Community Release Center,State,Community Corrections / Re-entry,Minimum,Open,10596 Gandy Boulevard,Saint Petersburg,FL,33702,Pinellas,12103,(727) 523-1423,http://www.dc.state.fl.us/org/facilitydir.html,27.86502,-82.625459,,159,Not Specified,DHS HIFLD Critical Infrastructure
10000471,Pasco Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Open,28534 State Road 52,San Antonio,FL,33576,Pasco,12101,(352) 588-5900,http://www.djj.state.fl.us/programs-facilities/detention-centers,28.323194,-82.343579,36,49,Not Specified,DHS HIFLD Critical Infrastructure
10004602,San Antonio Boys Village,State,Juvenile Detention / Residential,Juvenile,Closed,11609 Boys Village Drive,San Antonio,FL,33576,Pasco,12101,,,28.325978,-82.276585,30,0,Not Specified,DHS HIFLD Critical Infrastructure
10000402,Baker Correctional Institution,State,State / Federal Prison,Close,Open,20706 US Highway 90 W,Sanderson,FL,32087,Baker,12003,(386) 719-4500,http://www.dc.state.fl.us/ci/index.html,30.213251,-82.374512,1165,999,Not Specified,DHS HIFLD Critical Infrastructure
10006327,Baker Re - Entry Center,State,Adult Correctional Facility,Medium,Open,17128 US Highway 90 West,Sanderson,FL,32087,Baker,12003,(386) 719-6300,http://www.dc.state.fl.us/ci/index.html,30.231598,-82.318035,432,397,Not Specified,DHS HIFLD Critical Infrastructure
10000403,Baker Work Camp,State,Work Camp / Conservation Camp,Not Specified,Open,20706 US Highway 90 West,Sanderson,FL,32087,Baker,12003,(386) 719-6130,http://www.dc.state.fl.us/ci/index.html,30.21155,-82.380052,,284,Not Specified,DHS HIFLD Critical Infrastructure
10002161,Seminole Regional Juvenile Detention Center,State,Juvenile Detention / Residential,Juvenile,Closed,200 Bush Blvd,Sanford,FL,32773,Seminole,12117,,,28.748632,-81.297981,,0,Not Specified,DHS HIFLD Critical Infrastructure
10004629,Ymca Character House,State,Juvenile Detention / Residential,Juvenile,Closed,41 North School Avenue,Sarasota,FL,34237,Sarasota,12115,,,27.337138,-82.526576,16,0,Not Specified,DHS HIFLD Critical Infrastructure
10000443,Camp E - Kel - Etu,State,Juvenile Detention / Residential,Juvenile,Closed,19186 NE 13th St,Silver Springs,FL,34488,Marion,12083,,,29.200437,-81.834617,,0,Not Specified,DHS HIFLD Critical Infrastructure
10000337,"Apalachee Correctional Institution, East Unit",State,State / Federal Prison,Close,Open,35 Apalachee Dr,Sneads,FL,32460,Jackson,12063,(850) 718-0688,http://www.dc.state.fl.us/ci/index.html,30.708952,-84.87664,1169,1240,Not Specified,DHS HIFLD Critical Infrastructure
10000336,"Apalachee Correctional Institution, West Unit",State,State / Federal Prison,Close,Open,52 West Unit Dr,Sneads,FL,32460,Jackson,12063,(850) 593-9702,http://www.dc.state.fl.us/ci/index.html,30.711483,-84.888182,819,789,Not Specified,DHS HIFLD Critical Infrastructure
10000512,South Bay Correctional Facility,State,State / Federal Prison,Close,Open,600 US Hwy 27 S,South Bay,FL,33493,Palm Beach,12099,(561) 992-9505,https://www.geogroup.com/Locations,26.657748,-80.71929,1948,1924,Not Specified,DHS HIFLD Critical Infrastructure
10001457,Charles Britt Academy,State,Juvenile Detention / Residential,Juvenile,Open,3001 26th Ave S,St Petersburg,FL,33712,Pinellas,12103,(727) 954-5402,http://www.djj.state.fl.us/programs-facilities/residential-facilities,27.745194,-82.67406,28,28,Not Specified,DHS HIFLD Critical Infrastructure
